,title,link,authors,source,par_num,paragraph
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Hypervelocity Impact Facility at AEDC (Arnold Engineering Development Complex) 4,"three orthogonal dimensions and mass of each individual fragment. Three digital photographs, from three orthogonal directions, will be taken per fragment. Qualitative classifications of the shape, composition, and density of each fragment will also be documented. Unlike the SOCIT post-test fragment characterization where only 10% of the fragments were measured and many of them were grouped for easy processing, all DebriSat fragments will be individually measured to collect the fundamental data. The second part of the measurements will include the selection of sample representative fragments. Those fragments will be subjected to additional three-dimensional digital scanning for more accurate cross-sectional area and volume data. Additional radar, photometric, and spectral measurements on selected fragments are also planned to provide data for the development of the optical size estimation model and potential improvements to the existing NASA radar size estimation model."
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Automated Imaging System 1,"Automated Imaging System One of the ways that satellite breakup models characterize fragments is by size. The standard parameter for size characterization of orbital debris used by NASA is characteristic length. Characteristic length is defined as the mean of an object's three maximum orthogonal projected lengths. This provides a single length parameter used to describe the size of a fragment. Originally, characteristic length was measured by hand using calipers and graph paper. This measurement approach was time-consuming and relied on inconsistent human measurement. The next improvement in measurement was to utilize a 3D scanner and manually measure the resulting model in computer software. While this improved repeatability and traceability, the human factor was still present in measurements and the process took hours per object. The automated imaging system that has been developed will provide quick, accurate, and repeatable characteristic length measurements. An automated imaging system was developed for the size characterization of the debris fragments. The system uses images taken from various azimuth and elevation angles around the object to produce a 3D representation of the fragment via a space carving algorithm. The system consists of N point-and-shoot cameras attached to a rigid support structure that defines the elevation angle for each camera. The debris fragment is placed on a turntable that is incrementally rotated to desired azimuth angles. The number of images acquired can be varied based on the desired resolution. Appropriate background and lighting is used for ease of object detection. The system calibration and image acquisition process are automated to result in push-button"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Automated Imaging System 2,"operations. However, for quality assurance reasons, the system is semi-autonomous by design to ensure operator involvement. A description provided of the imaging system setup, calibration procedure, repeatability analysis, and the results of the debris characterization. Image Acquisition Instrumentation: The imaging system has the instrumentation necessary to acquire images from various azimuth and elevation angles around the object. These images will then be used to generate a 3D point cloud of the object. As shown in Figure 10, the system currently features six point-and-shoot cameras, a rigid support structure, a rotary turntable, a green screen background, and diffuse lighting. The system also features a desktop computer to automate image acquisition, detect the object in images, perform 3D reconstruction via a space carving algorithm, measure the characteristic length of the point cloud, and store the images and measurement results. The cameras, which are equidistant from the center of the turntable, are rigidly fixed to the support structure to preserve calibration. Images can be acquired from around the object by rotating the turntable to various azimuth angles while acquiring images from various elevation angles. The green screen and diffuse lighting are used to aid in object detection in the images. In order to create a 3D representation, the object must be detected in each acquired image. To aid with object detection, a green screen background and diffuse lighting are used (Figure 11). The green screen provides a background against which the object can be easily distinguished. The diffuse lighting is used to eliminate shadows in the images. The system"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Automated Imaging System 3,"has proven capable of detecting objects that are partially reflective and ones that are as small as 2 mm in length. A sample object image is shown in Figure 12. System operation: An algorithm that automates the image acquisition process was developed. Through a single command from the user in the graphical user interface (Figure 5), images from each elevation are acquired, the turntable is incremented to the next azimuth, and the process is repeated until images from all azimuth positions are acquired. The system is controlled such that the turntable increments to the next azimuth angle only once all cameras have acquired images from each of their elevation angles. Currently, images are acquired at six elevation angles and 21 azimuth angles. The first and last azimuth angles are made to be the same. As a result, the first and last image for each camera can then be compared to confirm that the object has not moved during imaging. The turntable acceleration is limited to reduce the risk of object movement relative to the turntable during imaging, which would reduce accuracy. It takes about four minutes to acquire the 126 images currently used for 3D reconstruction. Camera calibration: To reconstruct the images into a single 3D representation, the imaging system must be calibrated. The camera calibration is performed by acquiring images of a calibration checkerboard pattern of known size (Figure 14). The automated imaging sequence is run to acquire images from each azimuth and elevation angle. These images are then processed to detect the corners in"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Automated Imaging System 4,"the checkerboard pattern. Once the corners are detected in each image, the extrinsic and intrinsic parameters for each of the cameras are extracted. Using the extrinsic parameters, which give location and orientation information for the cameras, the images can be reconstructed into a single 3D representation of the object. Using the intrinsic parameters, the object size in the image can be related to its physical size. With a rigid camera setup and a precise turntable, the calibration will still be valid after numerous objects are imaged. Testing will be conducted to experimentally determine the number of cycles over which calibration is preserved. The system must be calibrated to within the desired measurement accuracy for all objects imaged. When the imaging system is in use, calibration will be required after a fixed number of objects are imaged. At the very least, calibration will be conducted at the beginning of every day regardless of the number of objects processed the previous day. In addition, a calibration sphere of known diameter (Figure 15) will be imaged to ensure the measurement results are within the required accuracy. Performance of the imaging system: The imaging system was developed for size characterization of debris fragments from the DebriSat project. With the system, an object's characteristic length can be quickly and accurately determined. The system is fully automated to eliminate the human factor from measurements. The non-contact measurements also reduce fragment handling and the risk of fragment damage. The imaging system is intended to generate a 3D point cloud representation of the object"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Automated Imaging System 5,"from which maximum dimensions and characteristic length can be extracted. A space carving algorithm is used to accomplish 3D reconstruction from the silhouette of the object seen in images taken from various azimuth and elevation angles around the object. The use of the silhouette for reconstruction ensures that the maximum dimensions are captured. In addition, the space carving approach reduces processing time by disregarding features that are irrelevant for characteristic length measurement. For this reason, the space carving approach does not detect concave features in faces of the object. However, these concavities are irrelevant for characteristic length measurement. A variety of test samples have been processed using the imaging system. The samples tested have varied in size from maximum dimensions of 2 mm to 100 mm. The test objects have had a variety of shapes, colors, and reflectivities. The results from one of the test samples processed is shown in Figure 16 and Figure 17. Currently, objects with characteristic lengths as small as 2 mm can be imaged and detected. The characteristic length results have shown an accuracy of about 2% and a repeatability of about 1.5%. These accuracy and repeatability values will be refined as further testing is completed. The measurement accuracy was verified through comparison with existing approaches for characteristic length measurement, such as hand measurements with calipers and NASA 3D scanner measurements. The measurement results were also compared to the known dimensions of computer-generated point clouds. In order to measure repeatability, the imaging system was used to measure the same object repeatedly. The"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Automated Imaging System 6,"imaging system improves repeatability by eliminating the human factor from measurements. In summary, a fully automated imaging system has been developed for characteristic length measurement of DebriSat hypervelocity impact fragments. The imaging system is currently capable of acquiring a total of 126 images from six elevation angles and 21 azimuth angles. This image acquisition process can be completed with a single button-click and only takes about 4 minutes. Once these images are acquired, a 3D representation of the object can be generated and measured in about 2 minutes. Thus, the imaging system provides a complete approach for producing a 3D representation of an object from which characteristic length can then be measured."
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Preliminary Characterization Results from the DebriSat Project 1,"Preliminary Characterization Results from the DebriSat Project • September 2017: Since the beginning of the characterization phase of the DebriSat project, over 154,000 fragments have been collected and approximately 250,000 fragments are expected to be collected in total, a three-fold increase over the 85,000 fragments predicted by the current break-up model. The challenge throughout the project has been to ensure the integrity and accuracy of the characteristics of each fragment. To this end, the post hypervelocity-impact test activities, which include fragment collection, extraction, and characterization, have been designed to minimize handling of the fragments. The procedures for fragment collection, extraction, and characterization were painstakingly designed and implemented to maintain the post-impact state of the fragments, thus ensuring the integrity and accuracy of the characterization data. Each process is designed to expedite the accumulation of data, however, the need for speed is restrained by the need to protect the fragments. Methods to expedite the process such as parallel processing have been explored and implemented while continuing to maintain the highest integrity and value of the data. To minimize fragment handling, automated systems have been developed and implemented. Errors due to human inputs are also minimized by the use of these automated systems. - In order to characterize the DebriSat fragments, a rigorous process was developed and implemented. There are three major tasks associated with the post-impact processing of DebriSat fragments: detection, extraction, and characterization. Each task and its associated sub-tasks and activities are shown in Figure 18. The detection task has three sub-tasks beginning with foam panel"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Preliminary Characterization Results from the DebriSat Project 2,"preparation where loose fragments and fragments embedded on the surfaces of the panels are collected and stored. Once panel preparation is completed, the panels are X-ray imaged. After the X-ray images are acquired, they are post-processed to detect other embedded fragments. The extraction task involves the careful extraction of fragments with at least one dimension greater than 2 mm which are stored individually. The approximate location of each fragments on or in the panel is recorded to provide information on physical distribution and penetration depth. The fragments are recorded into the DebriSat Categorization System (DCS) database where each fragment is given a unique identification number. The characterization task involves fragment assessments (2D/3D size discriminator, material, shape, and color), measurements (mass and physical size XDIM, YDIM, and ZDIM), and the size characteristics from the measurements (i.e., determining the characteristic length, average cross-sectional area, and volume) are calculated. All the fragment data and images generated throughout the process as well as the associated metadata (revision history, creator, timestamp, etc.) are all uploaded and stored on the DCS. Once the fragments are characterized, each fragment goes through a verification process where technicians confirm the data archived in the DCS database. The fragment verification ensures the integrity of the fragment data generated throughout the post-HVI (Hypervelocity Impact) process. In addition, Gage repeatability and reproducibility (Gage R&R) tests are conducted every 1,000 verified fragments to quantify the variations in equipment and procedure. The Gage R&R tests maintain high levels of confidence in the fragment characterization data. - In summary, rigorous procedures"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Preliminary Characterization Results from the DebriSat Project 3,"for each activity in the post-impact phase of the DebriSat project has matured to improve efficiencies as well as to incorporate new processes/equipment based on lessons learned. Furthermore, the procedures have been developed and updated to be independent of technicians to adapt to growing and ever changing group of technicians. One of the biggest challenge is handling and working with fragments in the 2 mm range, and the technicians have focused on extreme care and attention during each activity. A verification step has been implemented in order to mitigate inaccuracies in the information stored in the database and to ensure the integrity of the data archived for each fragment. There has been a steady increase in the panel preparation for X-ray imaging and object detection and completed all the panels that are greater than 2/3 of the original size. The remaining foam panels are all broken panels, thus, a procedure has been developed and is currently being verified to process the broken panels. As the third year of post-impact processing continues, the majority of the focus has been on fragment extraction and characterization. Over 20,000 fragments have been collected through extraction, and over 13,000 fragments have been characterized. In addition, close to 3,000 fragments have been verified. While only fragments that qualify as 2D are characterized to date, the 3D fragments are beginning to be characterized. • March 2016: The DebriSat project is a continuing effort sponsored by NASA and DoD to update existing break-up models using data obtained from two separate hypervelocity impact tests used"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Preliminary Characterization Results from the DebriSat Project 4,"to simulate on-orbit collisions. To protect the fragments resulting from the impact tests, ""soft-catch"" arenas made of polyurethane foam panels were utilized. After each impact test, the test chamber was cleaned and debris resulting from the catastrophic demise of the test article were collected and shipped to the University of Florida for post-impact processing. The post-impact processing activities include collecting, characterizing, and cataloging of the fragments. Since the impact tests, a team of students has been working to characterize the fragments in terms of their mass, size, shape, color and material content. The focus of the 20 months since the impact tests has been on the collection of 2 mm and larger fragments resulting from impact test on the 56 kg representative LEO satellite referred to as DebriSat. To date we have recovered in excess of 115 k fragments, 30 k more than the prediction of 85 k fragments from the existing model. We continue to collect fragments but have transitioned to the characterization phase of the post-impact activities. Since the start of the characterization phase, the focus has been to utilize automation to (i) expedite fragment characterization process and (ii) minimize human-in-the-loop. We have developed and implemented such automated processes; e.g., we have automated the data entry process to reduce operator errors during transcription of the measurement data. However, at all steps of the process, there is human oversight to ensure the integrity of the data. Additionally, we have developed and implemented repeatability and reproducibility tests to ensure that the instrumentation used in the characterization"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Preliminary Characterization Results from the DebriSat Project 5,"process is accurate and properly calibrated. In this paper, the implemented processes are described and preliminary results presented. Additionally, lessons learned from the implemented automations and their impacts on the integrity of the results are discussed. • Post-test DebriSat activity is concentrated on developing strategies and techniques to extract and categorize fragments through the current planned mission period. • The panel X-ray task shown in the table below should be completed by the end of FY16 (09/30/16). • Fragment extraction and characterization will continue will continue throughout the duration of the project. • DebrisLV activities are of lower priority, and may begin in FY17. • The DebriSat project group took care to build a spacecraft with components that mimic modern spacecraft • Plan is to extract ≥2 mm fragments from foam panels/loose pieces/dust • Plan is to recover at least 90% of the total DebriSat mass from the fragments • Debris collected so far ~112 k, Debris recorded so far >107 k • The current estimate for the >2mm DebriSat fragments to be collected is more than 200,000 - Assign each individual fragment a unique identification number - A label of 2-D or 3-D is given to each fragment based on the means of analysis of fragment dimensions that will be performed - Fragment physical parameters filling out the database include material/color, shape - Fragment derived parameters include characteristic length, volume, average cross sectional area, mass, bulk density • The small fragment population so far favors tens of thousands of CFRP (Carbon Fiber Reinforced Polymer) fragments"
0,DebriSat,https://directory.eoportal.org/web/eoportal/satellite-missions/d/debrisat,EoPortal,EoPortal,Preliminary Characterization Results from the DebriSat Project 6,"created from the splintering DebriSat spacecraft skin and interior inserts. These fragments favor the 2-D imaging techniques • UF (University of Florida) Database - Investigating whether ""needle-like fragment"" dimensions (i.e., thickness is assumed to be negligible) can be approximated with simple 2-D assumption - Further research is required to determine what the average thickness of the CFRP fragments are, to provide a range of expected thicknesses. • Fragments labeled 1, 2, and 3 are CFRP splinters. These will be defined as 2-D objects. • Wire fragments 4, 5 and the wire bundle (8) will likely treated as 3-D. • The nugget (6) and charred bent plate (7) are 3-D. UF database plans to include single-tagged fragments ≥2mm in maximum dimension, original locations within panels, material, shape, mass, volume, CS area, characteristic length, and multiple photos. The information compiled and edited in this article was provided by Herbert J. Kramer from his documentation of: ""Observation of the Earth and Its Environment: Survey of Missions and Sensors"" (Springer Verlag) as well as many other sources after the publication of the 4th edition in 2002. - Comments and corrections to this article are always welcome for further updates (herb.kramer@gmx.net). Spacecraft    Impact Test    Automated Imaging    References    Back to top"
0,Technologies,https://directory.eoportal.org/web/eoportal/satellite-missions/t/technologies,EoPortal,EoPortal,Researchers Determine Optimum Pressure to Improve the Performance of Lithium Metal Batteries 1,"Researchers Determine Optimum Pressure to Improve the Performance of Lithium Metal Batteries • December 1, 2021: A team of materials scientists and chemists has determined the proper stack pressure that lithium metal batteries (LMBs) need to be subjected to during battery operation in order to produce optimal performance. The team includes researchers from the University of California San Diego (UCSD), Michigan State University, Idaho National Laboratory, and the General Motors Research and Development Center. - Using lithium metal to replace the graphite for battery anodes is the ultimate goal for part of the battery R&D field; these lithium-metal batteries (LMBs) have the potential to double the capacity of today’s best lithium-ion technologies. For example, lithium metal battery-powered electric vehicles would have twice the range of lithium-ion battery-powered vehicles, for the same battery weight. - Despite this advantage over lithium-ion batteries, LMBs are not considered a viable option to power electric vehicles or electronics, because of their short lifespan and potential safety hazards, specifically short circuits caused by lithium dendrite growth. Researchers and technologists had noticed that subjecting LMBs to pressure during battery cycling increases performance and stability, helping to solve this lifespan challenge. But the reasons behind this were not fully understood. - The researchers used several characterizations and imaging techniques to study LMB morphology and quantify performance when the batteries were subjected to different pressures. They found that higher pressure levels force lithium particles to deposit in neat columns, without any porous spaces in between. The pressure required to achieve this result is 350 kilo"
0,Technologies,https://directory.eoportal.org/web/eoportal/satellite-missions/t/technologies,EoPortal,EoPortal,Researchers Determine Optimum Pressure to Improve the Performance of Lithium Metal Batteries 2,"Pascals (roughly 3.5 atmospheres). By contrast, batteries subjected to lower levels of pressure are porous and lithium particles deposit in a disorderly fashion, leaving room for dendrites to grow. They also showed that the process doesn’t affect the solid electrolyte interphase (SEI) structure of the batteries’ electrolytes. - Another way to boost performance is to not completely discharge the battery while it cycles. Instead, the researchers keep a reservoir of lithium where re-nucleation can occur. These findings were validated at the General Motors Research and Development Center in Michigan. - Separately, researchers at Idaho National Laboratory used molecular dynamics simulations to understand the stack pressure range used in this work, which is much less than that expected based on macroscopic mechanical models. • November 22, 2021: Scientists at the University of Birmingham (UK) have succeeded in creating an experimental model of an elusive kind of fundamental particle called a skyrmion in a beam of light. - The breakthrough provides physicists with a real system demonstrating the behaviour of skyrmions, first proposed 60 years ago by a University of Birmingham mathematical physicist, Professor Tony Skyrme. - Skyrme’s idea used the structure of spheres in 4-dimensional space to guarantee the indivisible nature of a skyrmion particle in 3 dimensions. 3D particle-like skyrmions are theorised to tell us about the early origins of the Universe, or about the physics of exotic materials or cold atoms. However, despite being investigated for over 50 years, 3D skyrmions have been seen very rarely in experiments. The most current research into skyrmions focuses"
